ano,id_inscrito,responsavel,nome_responsavel,titulo_livro,isbn,genero_livro,nome_pais_primeira_edicao,tipo_publicacao,autor_nome,autor_genero,autor_idade,autor_nome_pais,autor_nacionalidade,autor_indicador_atividade_economica_principal,autor_educacao_formal,autor_indicador_publicacao_outras_obras,autor_quantidade_obras_publicadas,editora_nome,editora_pais_origem,editora_local_sede,editora_ano_criacao,editora_linha_predominante,editora_canal_distribuicao,editora_tiragem_edicao,editora_financiamento_edicao,editora_grupo_financiamento,editora_site,indicador_outras_edicoes,outras_edicoes_nome_editora,outras_edicoes_ano_publicacao,outras_edicoes_nome_pais,indicador_semifinalista,indicador_finalista,indicador_vencedor
2022,202200828-001,Autor,Nívia Maria Santos Silva (Nome artístico: Nívia Maria Vasconcellos),Cãibra de Nó,9786599412622,Poesia,Brasil,E-book,Nivia Maria Vasconcellos,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Sapatilhas Arame Artes Escritas Visuais,Brasil,-,,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.brucateixeira.com/,Não,SAPATILHAS DE ARAME - ARTES ESCRITAS E VISUAIS,2021,BR,Não,Não,Não
2022,202200846-001,Autor,Flávia Helena Santos Péret,"Instruções para montas mapas, cidades e quebra-cabeças",9786586337006,Romance,Brasil,"Livro em papel, impresso industrialmente",Flavia Peret,Feminino,de 40 a 50 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Guayabo,Brasil,-,,Literatura,"Em livraria, com distribuição própria",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,guayabo.com.br,Não,,,BR,Não,Não,Não
2022,202200861-001,Editora,Leonardo Defente Teixeira,Pra estancar essa sangria,9786599018145,Poesia,Brasil,"Livro em papel, impresso industrialmente",Baga Defente,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,true,,NADA,Brasil,-,,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,nada.art.br,Não,NADA∴Studio Criativo ,2021,BR,Não,Não,Não
2022,202200861-002,Editora,Leonardo Defente Teixeira,o tempo é um camaleão dançando conforme a música,9786599018152,Crônica,Brasil,"Livro em papel, impresso industrialmente",Rivaldo De Souza,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,true,,NADA,Brasil,-,,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,nada.art.br,Não,NADA∴Studio Criativo ,2021,BR,Não,Não,Não
2022,202200886-001,Autor,Adalberto Souza ,Da amplidão das sombras alheias ou outras histórias de amores suspeitos ,9786586524338,Poesia,Brasil,"Livro em papel, impresso industrialmente",Adalberto Souza,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Imprensa Oficial Graciliano Ramos,Brasil,-,,"Literatura, Didático, Infantil / Infantojuvenil, Técnico-científico","Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Impressão por demanda,Leis de incentivo,Leis de incentivo,https://www.imprensaoficial.al.gov.br,Não,Imprensa Oficial Graciliano Ramos ,2021,BR,Não,Não,Não
2022,202200906-001,Autor,Lucas Gabriel Soares,"Galochas, guarda-chuva e dias de sol: Escansão do Interior",9786587450230,Romance,Brasil,"Livro em papel, impresso industrialmente",Lucas G Soares,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Traços & Capturas,Brasil,-,,Literatura,"Em livraria, com distribuição própria",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,http://tracosecapturas.com,Não,Traços & Capturas,2021,BR,Não,Não,Não
2022,202200912-001,Editora,ALESSANDRO ELOY BRAGA,CONJUGAÇÕES DO VERBO AMAR,9788591990320,Poesia,Brasil,"Livro em papel, impresso industrialmente",Alessandro Eloy Braga,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Coelhos da Selva,Brasil,-,,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.coelhosdaselvaeditores.com.br/,Não,COELHOS DA SELVA EDITORES,2021,BR,Não,Não,Não
2022,202200912-002,Editora,ALESSANDRO ELOY BRAGA,SONETOS,9788591990382,Poesia,Brasil,"Livro em papel, impresso industrialmente",Nelson Carvalho,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Coelhos da Selva,Brasil,-,,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.coelhosdaselvaeditores.com.br/,Não,COELHOS DA SELVA EDITORES,2021,BR,Não,Não,Não
2022,202200933-001,Autor,Amarildo Felix,Literatura Afeminada,9786580672158,Poesia,Brasil,"Livro em papel, impresso industrialmente",Amarildo Felix,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Graduação,false,,Folhas de Relva,Brasil,-,2018,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,https://www.editorafolhasderelva.com.br/,Não,Folhas de Relva,2021,BR,Não,Não,Não
2022,202200964-001,Autor,Christina Bielinski Ramalho,Sessenta minutos,9786588593592,Poesia,Brasil,"Livro em papel, impresso industrialmente",Christina Ramalho,Feminino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Criação,Brasil,-,,"Literatura, Ensaio / Humanidades","Venda direta por meio físico, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,https://editoracriacao.com.br/,Não,,,BR,Não,Não,Não
2022,202200974-001,Autor,Ítalo de Melo Ramalho,um dia para cada abril ou a função sócio-política do afeto,9786588593349,Poesia,Brasil,"Livro em papel, impresso industrialmente",Italo De Melo Ramalho,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Criação,Brasil,-,,Literatura,"Em livraria, com distribuição própria",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://editoracriacao.com.br/,Não,Criação Editora,2021,BR,Não,Não,Não
2022,202201021-001,Autor,Sergio Prado Moura,O MATADOR ANTONIO ASSUMPÇÃO,9786586524406,Conto,Brasil,"Livro em papel, impresso industrialmente",Sergio Prado Moura,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Graduação,false,,Imprensa Oficial Graciliano Ramos,Brasil,-,,"Literatura, Ensaio / Humanidades, Didático, Infantil / Infantojuvenil, Técnico-científico","Em livraria, por meio de distribuidor, Venda direta por meio físico, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,https://www.imprensaoficial.al.gov.br,Não,,,BR,Não,Não,Não
2022,202201023-001,Autor,Isis Gabrielle Silva da Penha,Quando a palavra fere estruturas: violência linguística ,9786599311048,Poesia,Brasil,"Livro em papel, impresso industrialmente",Isis Da Penha,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Ganesha,Brasil,-,,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,Ganesha Edições ,2021,BR,Não,Não,Não
2022,202201040-001,Autor,Marcos Maciel dos Santos,Emaranhamentos,9786500167771,Poesia,Brasil,"Livro em papel, impresso industrialmente",Marcos Maciel,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Ensino Técnico,false,,Djinn,Brasil,-,,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Impressão por demanda,Leis de incentivo,Leis de incentivo,https://www.youtube.com/c/MarcosMacieloficial/,Não,Djinn,2021,BR,Não,Não,Não
2022,202201074-001,Autor,Alex Carolino Francisco,A Nevasca,9788599870921,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Alex Francisco,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Fundação Cultural do Estado do Pará,Brasil,-,,Literatura,Venda direta por meio físico,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,http://www.fcp.pa.gov.br/,Não,Fundação Cultural do Estado do Pará,2021,BR,Não,Não,Não
2022,202201077-001,Autor,Larissa Ferreira da Silva ,Entrelinhas Retintas ,9786586022469,Poesia,Brasil,"Livro em papel, impresso industrialmente",Larissa Ferreira,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Skull,Brasil,-,2017,Literatura,"Em livraria, por meio de distribuidor",Ambas,Leis de incentivo,Leis de incentivo,https://www.skulleditora.com.br/,Não,Skull,2021,BR,Não,Não,Não
2022,202201080-002,Autor,Jenny Alexandra Rugeroni,Um céu de estrelas curiosas,9786587265148,Romance,Brasil,"Livro em papel, impresso industrialmente",Jenny Rugeroni,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Vicenza,Brasil,-,2021,"Literatura, Ensaio / Humanidades","Em livraria, com distribuição própria, Venda direta por meio físico",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://livrariavicenza.com.br/,Não,Vicenza Acadêmica,2021,BR,Não,Não,Não
2022,202201080-003,Autor,Jenny Alexandra Rugeroni,O ano em que não choveu,9786587265094,Romance,Brasil,"Livro em papel, impresso industrialmente",Jenny Rugeroni,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Graduação,false,,Vicenza,Brasil,-,2021,"Literatura, Ensaio / Humanidades","Em livraria, com distribuição própria, Venda direta por meio físico",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://livrariavicenza.com.br/,Não,Vicenza Acadêmica,2021,BR,Não,Não,Não
2022,202201298-001,Autor,Kátia Regina Silva do Nascimento,Rio das Pedras,9786587450193,Conto,Brasil,E-book,Katia Nascimento,Feminino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Traços & Capturas,Brasil,-,,Literatura,Venda direta por meio digital,Impressão por demanda,Leis de incentivo,Leis de incentivo,@tracosecapturas,Não,Editora Traços & Capturas,2021,BR,Não,Não,Não
2022,202201352-001,Autor,Renato Forin Junior,OVO,9788599870952,Dramaturgia,Brasil,"Livro em papel, impresso industrialmente",Renato Forin Jr,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Fundação Cultural do Estado do Pará,Brasil,-,,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Em livraria, com distribuição própria, Venda direta por meio físico",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,http://www.fcp.pa.gov.br/,Não,,,BR,Não,Não,Não
2022,202201374-001,Autor,André Soltau,Dobras,9786587450162,Crônica,Brasil,"Livro em papel, impresso industrialmente",Andre Soltau,Masculino,de 50 a 60 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Traços & Capturas,Brasil,-,,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.instagram.com/tracosecapturas/,Não,Traços & Capturas,2021,BR,Não,Não,Não
2022,202201374-002,Autor,André Soltau,Palavra d'água - Volume 1: CORRENTEZAS; Volume 2: MARÉS,9786587450131,Conto,Brasil,"Livro em papel, impresso industrialmente",Andre Soltau,Masculino,de 50 a 60 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Traços & Capturas,Brasil,-,,"Literatura, Ensaio / Humanidades, Infantil / Infantojuvenil","Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.instagram.com/tracosecapturas/,Não,Traços & Capturas,2021,BR,Não,Não,Não
2022,202201431-001,Autor,Maria Petrucci,prelúdios,9786500321340,Poesia,Brasil,"Livro em papel, impresso industrialmente",Maria Petrucci,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Víbora,Brasil,-,,"Literatura, Outra","Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,@vibora.edicoes,Não,Víbora Edições,2021,BR,Não,Não,Não
2023,202300014-001,Autor,Francisco Simon Nobre Maia,Da janela vê-se o mundo,9786555565690,Conto,Brasil,"Livro em papel, impresso industrialmente",Simon Nobre,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Expressão Gráfica,Brasil,-,2022,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,expressaografica.com.br,Não,,,BR,Não,Não,Não
2023,202300014-002,Autor,Francisco Simon Nobre Maia,Vende-se uma Privada Pública,9786586762891,Dramaturgia,Brasil,E-book,Simon Nobre,Masculino,de 60 a 70 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Expressão Gráfica,Brasil,-,2022,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,expressaografica.com.br,Não,,,BR,Não,Não,Não
2023,202300066-001,Editora,Gabriela Mazza,A vida cabe em um Fusca,9786599876905,Crônica,Brasil,"Livro em papel, impresso industrialmente",Nauro Junior,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Satolep Press,Brasil,-,2012,Literatura,"Em livraria, por meio de distribuidor",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2023,202300268-001,Autor,Geovania Maria Freitas,Amor de Escravo,9786586547627,Romance,Brasil,"Livro em papel, impresso industrialmente",Geovania Freitas,Feminino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Editora Universitária UFRPE,Brasil,-,2022,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico",Ambas,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2023,202300358-001,Autor,ELIAS ANTUNES,ONDE NASCEM OS ABROLHOS,9786553703773,Poesia,Brasil,"Livro em papel, impresso industrialmente",Elias Antunes,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Kelps,Brasil,-,1982,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,www.kelps.com.br,Não,,,BR,Não,Não,Não
2023,202300417-001,Autor,Ricardo Aleixo,Campo Alegre,9786588300039,Crônica,Brasil,"Livro em papel, impresso industrialmente",Ricardo Aleixo,Masculino,de 60 a 70 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Conceito,Brasil,-,2004,Literatura,"Em livraria, por meio de distribuidor, Em livraria, com distribuição própria, Venda direta por meio físico",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2023,202300538-001,Autor,DAIANA SOARES DE OLIVEIRA,"FUXICO,RESENHA,MEXERICO NAS ESQUINAS E BUZUS DE SALVADOR",9788594311382,Crônica,Brasil,"Livro em papel, impresso industrialmente",Daiana Soares,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Caramurê,Brasil,-,2014,Literatura,Venda direta por meio físico,Impressão por demanda,Leis de incentivo,Leis de incentivo,https://caramure.com.br/,Não,,,BR,Não,Não,Não
2023,202300737-001,Autor,Solemar Silva Oliveira,Breve Segunda Vida de uma Ideia,9786555612790,Conto,Brasil,"Livro em papel, impresso industrialmente",Solemar Oliveira,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Novo Século,Brasil,-,2001,Literatura,"Em livraria, por meio de distribuidor",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.gruponovoseculo.com.br/,Não,,,BR,Não,Não,Não
2023,202300747-001,Autor,Roberta Asse,Contos de nada,9786584711020,Conto,Brasil,"Livro em papel, impresso industrialmente",Roberta Asse,Feminino,de 50 a 60 anos,Brasil,Brasileira,Sim,Pós-graduação,true,,Bela Brava,Brasil,-,2021,Literatura,Venda direta por meio digital,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,https://www.belabravacriadeira.com.br/,Não,,,BR,Não,Não,Não
2023,202300777-001,Autor,Marcelo Surian Brettas,"Rua Qualquer, Sem Número",9786500548877,Conto,Brasil,"Livro em papel, impresso industrialmente",Marcelo Brettas,Masculino,de 60 a 70 anos,Brasil,Brasileira,Sim,Graduação,false,,Koju,Brasil,-,2019,Literatura,"Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2023,202300889-001,Autor,Maria Nilda de Carvalho Mota,"Horas, minutas y segundas",9786599228063,Poesia,Brasil,"Livro em papel, impresso industrialmente",Mota Maria Nilda De Carvalho Dinha,Feminino,de 40 a 50 anos,Brasil,Brasileira,Sim,Pós-graduação,false,,Me Parió Revolução,Brasil,-,2013,Literatura,Venda direta por meio físico,Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,www.mepario.com.br,Não,,,BR,Não,Não,Não
2023,202301010-001,Editora,Ana Paula Rocha de Souza,Kizila,9786589836742,Poesia,Brasil,"Livro em papel, impresso industrialmente",Stella Carvalho,Feminino,de 20 a 30 anos,Brasil,Brasileira,Não,Graduação,true,,Blague,Brasil,-,2021,Literatura,"Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2023,202301010-002,Editora,Ana Paula Rocha de Souza,A Queda de José Luz,9786589836919,Romance,Brasil,"Livro em papel, impresso industrialmente",Fernando De Mendonca,Masculino,de 30 a 40 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Blague,Brasil,-,2021,Literatura,"Em livraria, com distribuição própria, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,,Não,,,BR,Não,Não,Não
2023,202301084-001,Autor,Sónia Rossa,AS CHAVES DA CAPELA-TORRE,9789893337066,Conto,Portugal,Livro artesanal (com ISBN),Lianor Da Veiga,Feminino,de 40 a 50 anos,Portugal,Portuguesa,Não,Pós-graduação,true,,Câmara Municipal de São Vicente,Portugal,-,2022,Outra,Venda direta por meio físico,Ambas,Leis de incentivo,Leis de incentivo,https://www.cm-saovicente.pt/,Não,,,BR,Não,Não,Não
2023,202301219-001,Autor,Tarso Menezes de Melo,As formas selvagens da alegria,9786587810164,Poesia,Brasil,"Livro em papel, impresso industrialmente",Tarso De Melo,Masculino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Alpharrabio,Brasil,-,1992,Literatura,"Em livraria, com distribuição própria",Ambas,Leis de incentivo,Leis de incentivo,www.alpharrabio.com.br,Não,,,BR,Não,Não,Não
2023,202301322-001,Autor,Ricardo Luiz Pedrosa Alves,Teratoma,9786586276213,Romance,Brasil,"Livro em papel, impresso industrialmente",Ricardo Luiz Pedrosa Alves,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Medusa,Brasil,-,2002,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Pré-definida para cada livro,Leis de incentivo,Leis de incentivo,editoramedusa.com.br,Não,,,BR,Não,Não,Não
2023,202301494-001,Autor,Renata de Aragão Lopes,A CONSTELAÇÃO DE LIRA,9786589084051,Poesia,Brasil,"Livro em papel, impresso industrialmente",Renata De Aragao Lopes,Feminino,de 40 a 50 anos,Brasil,Brasileira,Não,Pós-graduação,false,,Paratexto,Brasil,-,2022,Literatura,"Venda direta por meio físico, Venda direta por meio digital",Ambas,Leis de incentivo,Leis de incentivo,https://www.editoraparatexto.com.br/,Não,,,BR,Não,Não,Não
2023,202301504-001,Autor,Michele Eni de Mendonça,Cavalos em Corrida Dentro da Garganta,9786599929106,Poesia,Brasil,"Livro em papel, impresso industrialmente",Mitti Mendonca,Feminino,de 30 a 40 anos,Brasil,Brasileira,Não,Ensino Médio,true,,Estúdio Mar Edições,Brasil,-,2020,"Literatura, Ensaio / Humanidades",Venda direta por meio digital,Impressão por demanda,Leis de incentivo,Leis de incentivo,https://www.instagram.com/estudiomaredicoes_/,Não,,,BR,Não,Não,Não
2023,202301539-001,Autor,Aleksei Wrobel Abib,O TEMPLO,9788554002060,Romance,Brasil,"Livro em papel, impresso industrialmente",Aleksei Abib,Masculino,de 50 a 60 anos,Brasil,Brasileira,Não,Pós-graduação,true,,Barn,Brasil,-,2012,Literatura,"Em livraria, com distribuição própria, Venda direta por meio físico, Venda direta por meio digital",Impressão por demanda,Leis de incentivo,Leis de incentivo,https://barneditorial.com,Não,,,BR,Não,Não,Não
2021,202100006-001,,Ronaldo da Mota Vieira,OAntropólogo,9786587117133,Romance,Brasil,eBook,Ronaldo Da Mota Vieira,Masculino,,Brasil,Brasileira,Outra(s),,,,FiloCzar,Brasil,-,,Literatura,"Em livrarias, com distribuição própria",Definida para cada livro,Recursos próprios,Recursos próprios,https://www.facebook.com/EscritorRonaldoVieira,,,,,Não,Não,Não
